-0.000204204 6.14125e-05 -0.000265617
0.000257215 0.000151859 0.000105356
0.000117968 8.76296e-05 3.03388e-05
8.79696e-05 6.00221e-05 2.79475e-05
7.69047e-05 4.63639e-05 3.05408e-05
7.41226e-05 3.80762e-05 3.60464e-05
7.209e-05 3.24569e-05 3.96331e-05
6.87739e-05 2.82231e-05 4.05507e-05
6.46345e-05 2.48658e-05 3.97687e-05
6.01745e-05 2.21397e-05 3.80348e-05
5.57971e-05 1.98587e-05 3.59385e-05
5.10972e-05 1.79142e-05 3.3183e-05
4.67052e-05 1.626e-05 3.04452e-05
4.26471e-05 1.48329e-05 2.78143e-05
3.86047e-05 1.36079e-05 2.49968e-05
3.47298e-05 1.25456e-05 2.21842e-05
3.14306e-05 1.16301e-05 1.98006e-05
2.83145e-05 1.08504e-05 1.74641e-05
2.53089e-05 1.01986e-05 1.51103e-05
2.25348e-05 9.66325e-06 1.28715e-05
2.00326e-05 9.22469e-06 1.08079e-05
1.76651e-05 8.86804e-06 8.79711e-06
1.53082e-05 8.58254e-06 6.72566e-06
1.31278e-05 8.36379e-06 4.76404e-06
1.12896e-05 8.20757e-06 3.08206e-06
1.00089e-05 8.10884e-06 1.90007e-06
9.02899e-06 8.05631e-06 9.72686e-07
8.09044e-06 8.04104e-06 4.94082e-08
7.19415e-06 8.05524e-06 -8.61088e-07
6.44767e-06 8.09263e-06 -1.64497e-06
5.74226e-06 8.14548e-06 -2.40322e-06
5.07501e-06 8.20764e-06 -3.13264e-06
4.55864e-06 8.27752e-06 -3.71888e-06
4.21132e-06 8.35468e-06 -4.14336e-06
3.93632e-06 8.43597e-06 -4.49966e-06
3.74293e-06 8.51881e-06 -4.77588e-06
3.64467e-06 8.60262e-06 -4.95795e-06
3.53557e-06 8.68595e-06 -5.15039e-06
3.45705e-06 8.77086e-06 -5.31381e-06
3.43082e-06 8.85899e-06 -5.42817e-06
3.60945e-06 8.95388e-06 -5.34443e-06
3.90483e-06 9.05571e-06 -5.15087e-06
4.20097e-06 9.16189e-06 -4.96092e-06
4.52241e-06 9.27117e-06 -4.74876e-06
4.89649e-06 9.3827e-06 -4.48621e-06
5.19109e-06 9.49344e-06 -4.30235e-06
5.41306e-06 9.60194e-06 -4.18888e-06
5.64141e-06 9.70897e-06 -4.06756e-06
5.83169e-06 9.81389e-06 -3.98221e-06
6.01708e-06 9.91701e-06 -3.89993e-06
6.21013e-06 1.00188e-05 -3.80864e-06
6.48588e-06 1.01211e-05 -3.63517e-06
6.79774e-06 1.02239e-05 -3.42612e-06
7.08917e-06 1.03265e-05 -3.2373e-06
7.41185e-06 1.04297e-05 -3.01789e-06
7.69474e-06 1.05322e-05 -2.8375e-06
7.88039e-06 1.06323e-05 -2.75194e-06
8.00758e-06 1.07302e-05 -2.72264e-06
8.17639e-06 1.08273e-05 -2.65087e-06
8.35641e-06 1.09237e-05 -2.56726e-06
8.53312e-06 1.10194e-05 -2.4863e-06
8.69867e-06 1.11143e-05 -2.41558e-06
8.84293e-06 1.1208e-05 -2.36503e-06
8.9553e-06 1.13003e-05 -2.34498e-06
9.02161e-06 1.13911e-05 -2.36953e-06
9.0505e-06 1.14799e-05 -2.42937e-06
9.04853e-06 1.15668e-05 -2.51823e-06
9.06898e-06 1.16527e-05 -2.58368e-06
9.10151e-06 1.17379e-05 -2.63636e-06
9.14977e-06 1.18228e-05 -2.67302e-06
9.16269e-06 1.19069e-05 -2.74426e-06
9.16161e-06 1.19904e-05 -2.82884e-06
9.1586e-06 1.20733e-05 -2.91471e-06
9.17441e-06 1.2156e-05 -2.9816e-06
9.16936e-06 1.2238e-05 -3.0686e-06
9.15361e-06 1.2319e-05 -3.16535e-06
9.11376e-06 1.23986e-05 -3.28484e-06
9.03453e-06 1.24764e-05 -3.44184e-06
8.92951e-06 1.25523e-05 -3.62274e-06
8.80037e-06 1.26263e-05 -3.82593e-06
8.68177e-06 1.26991e-05 -4.01736e-06
