-3.445 -0.0795106 -3.36549
0.949603 -0.0192147 0.968818
0.980386 0.00415746 0.976228
1.0246 0.0192964 1.0053
1.02339 0.030161 0.993228
1.03599 0.0391529 0.996841
1.00933 0.0460382 0.963291
0.997504 0.0519737 0.945531
1.02594 0.0580771 0.967863
1.03827 0.063687 0.974584
1.05425 0.0690479 0.985207
1.04283 0.0735568 0.969272
1.02524 0.0774122 0.947826
1.03487 0.0814307 0.953441
1.04762 0.0854692 0.962156
1.05732 0.0893895 0.967929
1.03715 0.0925231 0.944627
1.03522 0.095633 0.939584
1.04386 0.0988668 0.944998
1.03316 0.101655 0.931506
1.02969 0.104354 0.925339
1.04944 0.107472 0.941971
1.034 0.109944 0.924055
1.03359 0.112441 0.921146
1.02279 0.114642 0.90815
1.0258 0.11697 0.908832
1.03345 0.119415 0.914033
1.0314 0.121676 0.909723
1.01781 0.123568 0.894242
1.02448 0.125711 0.898769
1.04608 0.128271 0.917807
1.01965 0.12993 0.889719
1.01646 0.131695 0.884761
1.01585 0.133493 0.882353
0.978274 0.134422 0.843852
1.02094 0.136735 0.88421
1.00983 0.138415 0.871419
1.00458 0.139991 0.864593
1.01578 0.141861 0.873921
1.026 0.143833 0.882165
0.99488 0.144918 0.849962
1.01503 0.146744 0.868287
1.02149 0.148546 0.872942
0.982124 0.149313 0.832811
0.980501 0.150423 0.830077
1.01704 0.152484 0.864553
0.971222 0.153116 0.818106
1.00663 0.154968 0.851659
0.999005 0.156343 0.842662
0.970584 0.157065 0.813519
0.968486 0.158036 0.81045
0.988251 0.159562 0.828689
0.963271 0.160325 0.802946
0.963514 0.161321 0.802193
0.972912 0.162587 0.810325
0.966353 0.163616 0.802737
0.956821 0.164474 0.792347
0.972386 0.165806 0.80658
0.950075 0.16648 0.783595
0.957783 0.167541 0.790242
0.920915 0.167717 0.753198
0.937086 0.168671 0.768415
0.942556 0.169689 0.772867
0.93365 0.170443 0.763207
0.923946 0.171058 0.752888
0.908628 0.171452 0.737176
0.950739 0.17303 0.777708
0.929339 0.173716 0.755622
0.94263 0.174845 0.767785
0.927733 0.175506 0.752227
0.906186 0.175799 0.730387
0.930895 0.17693 0.753965
0.896834 0.177081 0.719753
0.917143 0.178037 0.739106
0.891372 0.178266 0.713105
0.898762 0.17893 0.719832
0.919044 0.180057 0.738987
0.900474 0.180543 0.719932
0.940611 0.182105 0.758505
0.915939 0.182688 0.733251
0.912542 0.183349 0.729193
0.89389 0.183642 0.710247
0.865812 0.183511 0.682301
0.882744 0.184148 0.698595
0.881824 0.184699 0.697126
0.838106 0.184257 0.653849
0.8601 0.184824 0.675276
0.834732 0.184715 0.650017
0.848615 0.185214 0.663401
0.853805 0.185776 0.668029
0.84602 0.186108 0.659912
0.857974 0.186798 0.671176
0.84705 0.187132 0.659918
0.825773 0.187075 0.638698
0.833481 0.187461 0.64602
0.844749 0.188107 0.656642
0.859204 0.188979 0.670225
