-4.79832 -0.0491084 -4.74921
1.28148 -0.0132266 1.2947
1.29062 0.0016438 1.28898
1.66297 0.0143511 1.64862
1.50281 0.0210857 1.48173
1.56755 0.0272439 1.54031
1.13357 0.0277391 1.10583
0.915469 0.0273089 0.88816
1.24905 0.0314935 1.21755
1.37879 0.0357234 1.34307
1.56595 0.0407919 1.52516
1.3939 0.0427361 1.35117
1.14481 0.0423538 1.10246
1.2642 0.0442893 1.21992
1.42997 0.0476335 1.38234
1.55888 0.0514012 1.50747
1.29203 0.0514824 1.24054
1.27124 0.0522115 1.21903
1.39457 0.0544839 1.34009
1.26187 0.0548856 1.20698
1.22771 0.0553824 1.17233
1.50583 0.0589888 1.44684
1.31583 0.0594082 1.25642
1.32782 0.0604318 1.26739
1.20256 0.0602025 1.14235
1.26295 0.0611767 1.20177
1.38676 0.0633087 1.32345
1.3823 0.0647829 1.31752
1.22457 0.0644513 1.16012
1.33826 0.0659256 1.27234
1.65267 0.0702541 1.58242
1.3265 0.0696362 1.25687
1.31083 0.0698436 1.24099
1.33048 0.0705547 1.25993
0.856861 0.0664255 0.790435
1.45554 0.0706806 1.38486
1.3374 0.0716333 1.26576
1.29762 0.0721496 1.22547
1.47808 0.0746296 1.40345
1.64619 0.0779777 1.56822
1.26244 0.0762978 1.18614
1.56342 0.0790956 1.48433
1.6825 0.0820525 1.60045
1.18953 0.0790627 1.11047
1.20022 0.0781717 1.12205
1.72157 0.0831487 1.63842
1.14356 0.0799642 1.06359
1.64997 0.0840068 1.56596
1.58274 0.085532 1.4972
1.23733 0.0832863 1.15404
1.24319 0.0825917 1.1606
1.54167 0.08537 1.4563
1.2429 0.0838547 1.15905
1.28064 0.0837739 1.19687
1.44108 0.0854562 1.35562
1.38868 0.0859076 1.30277
1.29644 0.0854488 1.21099
1.53952 0.0878968 1.45162
1.27695 0.0866236 1.19032
1.41497 0.0876797 1.32729
0.957627 0.0836536 0.873973
1.20825 0.0842631 1.12399
1.31666 0.085465 1.2312
1.2331 0.0852221 1.14788
1.13861 0.0842345 1.05438
0.968883 0.0820204 0.886862
1.56644 0.0869072 1.47953
1.31647 0.0867401 1.22973
1.52927 0.0891713 1.4401
1.36571 0.0889511 1.27676
1.1127 0.0865713 1.02612
1.47738 0.089207 1.38818
1.05742 0.0862173 0.971203
1.36302 0.0879723 1.27505
1.05348 0.0855936 0.967885
1.1863 0.0857944 1.10051
1.49177 0.08887 1.4029
1.27848 0.0882704 1.19021
1.84907 0.094037 1.75503
1.5546 0.0941577 1.46044
1.54334 0.0946778 1.44866
1.32804 0.0930689 1.23497
0.986146 0.0889677 0.897179
